age,postal_code,avg_sequence_number,num_of_item,gender_F,gender_M,status_Cancelled,status_Complete,status_Processing,status_Returned,status_Shipped,traffic_source_Display,traffic_source_Email,traffic_source_Facebook,traffic_source_Organic,traffic_source_Search,user_id,product_id
30,36116,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,94518,25659
30,36116,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,94518,16369
30,36116,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,94518,28235
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,25659
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,16369
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,28235
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,25659
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,16369
30,36116,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,94518,28235
30,36116,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,94518,25659
30,36116,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,94518,16369
30,36116,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,94518,28235
18,36116,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,95157,23141
18,36116,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,95157,23141
48,36109,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,28452,18904
41,36109,11.4,4,1,0,1,0,0,0,0,0,0,0,0,1,80326,2453
41,36109,11.4,4,1,0,1,0,0,0,0,0,0,0,0,1,80326,4051
41,36109,11.4,4,1,0,1,0,0,0,0,0,0,0,0,1,80326,13166
41,36109,11.4,1,1,0,0,0,1,0,0,0,0,0,0,1,80326,2453
41,36109,11.4,1,1,0,0,0,1,0,0,0,0,0,0,1,80326,4051
41,36109,11.4,1,1,0,0,0,1,0,0,0,0,0,0,1,80326,13166
17,35811,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,11750,18740
17,35811,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,11750,27638
36,35811,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,42269,20092
36,35811,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,42269,23653
36,35811,6.333333333333333,2,0,1,0,0,0,1,0,0,0,0,0,1,42269,20092
36,35811,6.333333333333333,2,0,1,0,0,0,1,0,0,0,0,0,1,42269,23653
64,35811,7.0,2,1,0,1,0,0,0,0,0,0,0,0,1,47383,13915
64,35811,7.0,2,1,0,1,0,0,0,0,0,0,0,0,1,47383,8336
16,35803,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,41243,5532
16,35803,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,41243,8768
16,35803,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,41243,3284
58,35801,7.0,2,1,0,0,0,0,1,0,0,0,0,0,1,27410,3037
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,5716
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,574
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,1670
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,308
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,1589
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,15635
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,14840
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,5716
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,574
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,1670
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,308
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,1589
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,15635
15,35801,7.714285714285714,1,1,0,0,1,0,0,0,0,0,0,0,1,31662,14840
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,5716
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,574
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,1670
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,308
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,1589
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,15635
15,35801,7.714285714285714,2,1,0,0,0,0,0,1,0,0,0,0,1,31662,14840
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,5716
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,574
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,1670
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,308
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,1589
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,15635
15,35801,7.714285714285714,3,1,0,0,0,0,0,1,0,0,0,0,1,31662,14840
68,35801,7.0,2,0,1,0,0,0,1,0,0,0,0,0,1,31780,23183
68,35801,7.0,2,0,1,0,0,0,1,0,0,0,0,0,1,31780,23974
41,35801,7.0,2,1,0,1,0,0,0,0,0,0,0,0,1,65160,6313
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,26287
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,28317
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,20109
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,20504
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,17089
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,18547
63,35801,11.714285714285714,3,0,1,1,0,0,0,0,0,0,0,1,0,76630,17703
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,26287
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,28317
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,20109
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,20504
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,17089
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,18547
63,35801,11.714285714285714,4,0,1,0,1,0,0,0,0,0,0,1,0,76630,17703
61,35801,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,93341,9835
61,35801,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,93341,10023
34,35802,5.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1160,2837
22,35173,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,60587,28272
22,35173,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,60587,28272
68,35173,8.75,1,0,1,1,0,0,0,0,0,0,0,0,1,62405,27677
68,35173,8.75,1,0,1,1,0,0,0,0,0,0,0,0,1,62405,29097
68,35173,8.75,1,0,1,1,0,0,0,0,0,0,0,0,1,62405,27104
68,35173,8.75,1,0,1,1,0,0,0,0,0,0,0,0,1,62405,24212
68,35173,8.75,3,0,1,0,1,0,0,0,0,0,0,0,1,62405,27677
68,35173,8.75,3,0,1,0,1,0,0,0,0,0,0,0,1,62405,29097
68,35173,8.75,3,0,1,0,1,0,0,0,0,0,0,0,1,62405,27104
68,35173,8.75,3,0,1,0,1,0,0,0,0,0,0,0,1,62405,24212
50,35173,6.333333333333333,1,1,0,0,0,0,1,0,0,0,0,1,0,91012,6110
50,35173,6.333333333333333,1,1,0,0,0,0,1,0,0,0,0,1,0,91012,7515
50,35173,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,1,0,91012,6110
50,35173,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,1,0,91012,7515
29,35810,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,40135,25841
29,35810,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,40135,27808
29,35810,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,40135,25841
29,35810,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,40135,27808
64,35810,8.75,3,0,1,1,0,0,0,0,0,0,0,0,1,73011,16348
64,35810,8.75,3,0,1,1,0,0,0,0,0,0,0,0,1,73011,16843
64,35810,8.75,3,0,1,1,0,0,0,0,0,0,0,0,1,73011,28954
64,35810,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,73011,16348
64,35810,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,73011,16843
64,35810,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,73011,28954
15,35810,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,94320,26347
15,35810,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,94320,26347
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,25224
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,28746
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,18693
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,29048
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,17951
32,35805,8.166666666666666,2,0,1,0,1,0,0,0,0,0,1,0,0,59995,20765
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,25224
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,28746
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,18693
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,29048
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,17951
32,35805,8.166666666666666,1,0,1,0,0,0,1,0,0,0,1,0,0,59995,20765
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,25224
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,28746
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,18693
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,29048
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,17951
32,35805,8.166666666666666,3,0,1,0,0,0,0,1,0,0,1,0,0,59995,20765
34,35242,7.0,2,0,1,0,0,0,0,1,0,0,0,1,0,13380,22570
34,35242,7.0,2,0,1,0,0,0,0,1,0,0,0,1,0,13380,27278
44,35242,5.0,1,0,1,0,0,1,0,0,0,1,0,0,0,49697,27376
34,35242,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,61449,16664
28,35758,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,11902,3772
28,35758,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,11902,3772
49,35758,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,12203,202
49,35758,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,12203,202
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,25506
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,25897
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,29066
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,19089
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,25506
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,25897
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,29066
64,35758,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,56948,19089
18,35749,6.333333333333333,2,0,1,1,0,0,0,0,0,0,0,0,1,90837,25535
18,35749,6.333333333333333,2,0,1,1,0,0,0,0,0,0,0,0,1,90837,26856
18,35749,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,90837,25535
18,35749,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,90837,26856
41,35124,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,24452,5849
41,35124,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,24452,7734
37,35216,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,12045,25486
37,35216,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,12045,20833
37,35216,6.333333333333333,2,0,1,0,0,0,0,1,0,0,0,0,1,12045,25486
37,35216,6.333333333333333,2,0,1,0,0,0,0,1,0,0,0,0,1,12045,20833
46,35007,5.0,1,0,1,0,0,1,0,0,0,0,1,0,0,78820,17642
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,4163
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,3284
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,6518
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,4163
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,3284
37,35007,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,79078,6518
70,35209,5.0,1,0,1,1,0,0,0,0,0,1,0,0,0,86860,25279
70,35209,5.0,1,0,1,1,0,0,0,0,0,1,0,0,0,86860,18399
70,35209,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,86860,25279
70,35209,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,86860,18399
70,35209,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,86860,25279
70,35209,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,86860,18399
55,35244,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,24061,5215
55,35244,7.0,2,1,0,0,1,0,0,0,0,0,0,0,1,24061,9717
67,35244,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,48490,27657
25,35226,7.0,2,0,1,0,0,1,0,0,0,0,0,0,1,3211,28649
25,35226,7.0,2,0,1,0,0,1,0,0,0,0,0,0,1,3211,28726
19,35211,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,6611,12241
57,35640,13.0,4,0,1,0,0,0,0,1,0,0,0,0,1,6572,21508
57,35640,13.0,4,0,1,0,0,0,0,1,0,0,0,0,1,6572,25469
57,35640,13.0,4,0,1,0,0,0,0,1,0,0,0,0,1,6572,18728
57,35640,13.0,4,0,1,0,0,0,0,1,0,0,0,0,1,6572,21189
40,35640,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,6716,2288
51,35640,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,11531,18316
51,35640,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,11531,25778
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,1953
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,9130
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,663
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,2979
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,10695
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,5009
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,1196
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,4714
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,14668
41,35020,11.181818181818182,4,1,0,1,0,0,0,0,0,0,0,1,0,82074,882
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,1953
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,9130
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,663
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,2979
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,10695
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,5009
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,1196
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,4714
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,14668
41,35020,11.181818181818182,4,1,0,0,1,0,0,0,0,0,0,1,0,82074,882
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,1953
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,9130
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,663
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,2979
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,10695
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,5009
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,1196
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,4714
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,14668
41,35020,11.181818181818182,2,1,0,0,0,1,0,0,0,0,0,1,0,82074,882
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,1953
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,9130
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,663
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,2979
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,10695
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,5009
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,1196
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,4714
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,14668
41,35020,11.181818181818182,1,1,0,0,0,1,0,0,0,0,0,1,0,82074,882
15,35603,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,11266,16945
15,35603,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,11266,23026
15,35603,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,11266,16945
15,35603,5.0,1,0,1,0,0,0,0,1,0,1,0,0,0,11266,23026
24,35603,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,12715,2255
63,35603,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,87960,15590
63,35603,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,87960,5613
63,35603,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,87960,15590
63,35603,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,87960,5613
63,35603,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,87960,15590
63,35603,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,87960,5613
28,35603,13.0,4,1,0,0,0,0,0,1,0,0,0,0,1,97948,5352
28,35603,13.0,4,1,0,0,0,0,0,1,0,0,0,0,1,97948,10559
28,35603,13.0,4,1,0,0,0,0,0,1,0,0,0,0,1,97948,7136
28,35603,13.0,4,1,0,0,0,0,0,1,0,0,0,0,1,97948,1101
16,35601,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,28570,21014
59,35601,10.0,3,0,1,0,0,0,0,1,0,0,0,0,1,56020,26302
59,35601,10.0,3,0,1,0,0,0,0,1,0,0,0,0,1,56020,22434
59,35601,10.0,3,0,1,0,0,0,0,1,0,0,0,0,1,56020,22686
