id,user_id,sequence_number,created_at,state,postal_code,browser,traffic_source,event_type
22929,1777.0,13,2023-05-29 11:41:20+00:00,New York,14120,Firefox,Email,purchase
980292,74888.0,13,2022-12-29 14:26:55+00:00,New York,14304,Safari,Email,purchase
838523,64102.0,5,2023-12-27 08:38:49+00:00,Massachusetts,1545,Safari,Email,purchase
459641,35202.0,7,2021-02-20 13:09:43+00:00,Pennsylvania,15601,Firefox,Facebook,purchase
459613,35202.0,7,2021-02-28 12:02:34+00:00,Pennsylvania,15601,Firefox,Email,purchase
967728,73882.0,7,2023-12-09 11:50:12+00:00,Pennsylvania,16823,Safari,Adwords,purchase
1263582,96600.0,10,2023-07-20 12:23:14+00:00,Pennsylvania,17050,Chrome,Adwords,purchase
894632,68340.0,5,2022-01-05 06:37:36+00:00,Pennsylvania,17055,Safari,Adwords,purchase
776315,59458.0,13,2023-07-14 00:49:23+00:00,Pennsylvania,18102,Firefox,Email,purchase
212967,16373.0,5,2023-04-16 02:09:03+00:00,Massachusetts,1824,Safari,Email,purchase
420676,32264.0,5,2023-11-13 16:17:43+00:00,Massachusetts,1826,Chrome,Email,purchase
300589,22979.0,13,2023-03-05 03:02:50+00:00,Massachusetts,1841,Chrome,Facebook,purchase
1146963,87797.0,5,2023-01-28 04:28:26+00:00,Massachusetts,1854,Safari,Email,purchase
580319,44448.0,7,2021-10-09 05:34:24+00:00,Pennsylvania,18966,Other,Adwords,purchase
256178,19557.0,7,2023-04-14 12:15:08+00:00,Pennsylvania,19121,Safari,Adwords,purchase
256220,19557.0,10,2023-03-28 14:16:07+00:00,Pennsylvania,19121,IE,Adwords,purchase
519036,39689.0,13,2023-08-05 15:41:11+00:00,Pennsylvania,19132,Chrome,Email,purchase
1217029,93162.0,7,2021-06-28 13:55:21+00:00,Pennsylvania,19142,Firefox,Email,purchase
26243,2033.0,7,2021-07-10 13:27:43+00:00,Massachusetts,1915,Chrome,Email,purchase
751535,57518.0,5,2021-04-14 01:49:46+00:00,Pennsylvania,19152,IE,Email,purchase
707090,54056.0,7,2023-09-15 03:33:03+00:00,Pennsylvania,19320,Safari,Adwords,purchase
492997,37691.0,5,2022-08-10 13:59:45+00:00,Massachusetts,1960,Chrome,Email,purchase
957009,73017.0,13,2021-08-17 11:40:06+00:00,Delaware,19711,Chrome,Adwords,purchase
470106,35965.0,10,2022-03-02 04:43:43+00:00,Delaware,19720,Chrome,Email,purchase
1203286,92111.0,5,2022-06-30 03:30:39+00:00,Delaware,19805,Chrome,Adwords,purchase
494518,37783.0,13,2021-01-19 13:24:25+00:00,Virginia,20112,Other,Adwords,purchase
663196,50686.0,10,2023-03-23 07:13:28+00:00,Massachusetts,2038,Chrome,Email,purchase
585211,44829.0,5,2021-01-30 01:27:03+00:00,Maryland,20705,Chrome,Adwords,purchase
162593,12585.0,10,2024-01-07 22:47:51+00:00,Maryland,20783,Chrome,Email,purchase
965008,73662.0,5,2023-12-21 12:26:52+00:00,Maryland,20874,Safari,Adwords,purchase
756811,57917.0,5,2022-05-15 23:43:09+00:00,Maryland,21040,Chrome,Email,purchase
534462,40950.0,5,2020-12-23 07:23:04+00:00,Maryland,21040,Safari,Organic,purchase
383041,29292.0,7,2023-02-12 00:13:46+00:00,Maryland,21117,Chrome,Adwords,purchase
382993,29292.0,10,2019-03-28 00:02:14+00:00,Maryland,21117,Firefox,Adwords,purchase
716582,54785.0,5,2022-07-02 05:00:31+00:00,Maryland,21117,Firefox,Email,purchase
306221,23409.0,13,2021-01-08 02:36:10+00:00,Maryland,21222,Chrome,Adwords,purchase
705652,53952.0,7,2023-08-21 06:51:19+00:00,Massachusetts,2186,IE,Adwords,purchase
694836,53088.0,5,2021-07-28 12:20:53+00:00,Virginia,22030,IE,Adwords,purchase
142998,11150.0,7,2021-02-04 12:41:51+00:00,Virginia,22193,Safari,Adwords,purchase
962163,73437.0,10,2023-09-10 05:22:22+00:00,Virginia,22201,Chrome,Email,purchase
26694,2063.0,7,2023-12-15 00:39:07+00:00,Virginia,22309,Chrome,Adwords,purchase
1039080,79454.0,10,2021-07-10 05:02:21+00:00,Virginia,22312,Firefox,Email,purchase
771224,59070.0,7,2023-04-01 08:37:54+00:00,Virginia,23224,Chrome,YouTube,purchase
838067,64073.0,5,2023-08-06 03:58:40+00:00,Virginia,23237,Chrome,Email,purchase
838072,64073.0,5,2023-09-17 01:24:12+00:00,Virginia,23237,Chrome,Adwords,purchase
861416,65876.0,7,2021-07-05 08:17:53+00:00,Virginia,23462,Chrome,Facebook,purchase
927350,70814.0,13,2023-04-03 11:56:22+00:00,Virginia,23462,Chrome,Email,purchase
841946,64362.0,13,2023-05-11 01:32:15+00:00,Virginia,23608,Safari,Adwords,purchase
45125,3478.0,5,2021-11-01 02:04:04+00:00,West Virginia,25404,Firefox,Adwords,purchase
932328,71201.0,5,2022-08-19 23:36:04+00:00,North Carolina,27265,Firefox,Adwords,purchase
229353,17596.0,5,2019-09-21 10:24:59+00:00,North Carolina,27406,Chrome,Adwords,purchase
1136606,86969.0,10,2021-03-12 00:06:52+00:00,North Carolina,27534,Firefox,Email,purchase
52718,4074.0,5,2023-09-16 02:42:37+00:00,North Carolina,27606,Safari,Email,purchase
1167035,89302.0,5,2022-10-16 00:53:04+00:00,North Carolina,28001,Chrome,Organic,purchase
1096951,83894.0,7,2023-12-01 06:51:33+00:00,North Carolina,28146,Chrome,Adwords,purchase
884302,67568.0,13,2023-11-20 02:16:33+00:00,North Carolina,28270,Chrome,Email,purchase
419628,32178.0,7,2023-12-18 11:06:36+00:00,North Carolina,28334,Chrome,Facebook,purchase
607954,46469.0,7,2022-01-25 14:30:01+00:00,North Carolina,28379,Chrome,Email,purchase
1143164,87485.0,7,2021-08-07 12:29:40+00:00,North Carolina,28409,Chrome,Adwords,purchase
602277,46080.0,10,2023-11-19 17:06:15+00:00,North Carolina,28590,Firefox,Email,purchase
16344,1222.0,5,2022-03-19 13:09:50+00:00,South Carolina,29063,Firefox,Email,purchase
709988,54272.0,5,2023-01-05 11:18:10+00:00,Rhode Island,2920,Chrome,Adwords,purchase
766169,58655.0,5,2023-06-05 04:50:53+00:00,South Carolina,29405,Safari,Facebook,purchase
1091572,83462.0,5,2021-06-06 04:04:20+00:00,South Carolina,29526,Chrome,YouTube,purchase
626789,47891.0,7,2023-12-30 23:59:17+00:00,South Carolina,29605,Chrome,Facebook,purchase
159137,12328.0,5,2021-12-30 09:24:47+00:00,South Carolina,29649,Chrome,Email,purchase
541535,41527.0,5,2023-01-30 00:47:19+00:00,South Carolina,29730,Chrome,Organic,purchase
591051,45235.0,13,2022-11-29 10:55:22+00:00,Georgia,30005,Chrome,YouTube,purchase
172049,13286.0,13,2024-01-13 00:43:16+00:00,Georgia,30024,Other,Adwords,purchase
1118367,85575.0,7,2020-08-17 12:45:27+00:00,Georgia,30096,Safari,Email,purchase
998256,76261.0,7,2024-01-17 08:46:27.387849+00:00,Georgia,30114,Chrome,Adwords,purchase
989251,75576.0,5,2024-01-04 12:48:55+00:00,Georgia,30135,Safari,YouTube,purchase
509723,38954.0,5,2022-12-02 08:06:54+00:00,Georgia,30135,Chrome,Adwords,purchase
137084,10669.0,7,2020-02-09 13:28:51+00:00,Georgia,30152,Chrome,Facebook,purchase
513526,39243.0,5,2023-11-15 23:19:32+00:00,Georgia,30157,Firefox,Adwords,purchase
920314,70306.0,5,2021-06-01 04:23:44+00:00,Georgia,30228,Chrome,Email,purchase
481781,36862.0,5,2024-01-16 07:17:14.744339+00:00,Georgia,30236,Chrome,Email,purchase
1285837,98394.0,5,2022-05-31 09:02:10+00:00,New Hampshire,3038,Safari,Email,purchase
7659,578.0,5,2022-08-06 01:01:38+00:00,Georgia,30506,Chrome,Adwords,purchase
368117,28155.0,5,2023-11-05 08:00:05+00:00,Georgia,30606,Safari,Adwords,purchase
1060188,81043.0,13,2022-10-15 10:05:22+00:00,Georgia,30809,Chrome,Email,purchase
766559,58679.0,7,2023-08-13 14:41:17+00:00,Georgia,31602,Safari,Email,purchase
606044,46318.0,13,2024-01-14 06:59:52.319505+00:00,Florida,32068,Firefox,Adwords,purchase
1304102,99837.0,5,2020-12-30 04:49:19+00:00,Florida,32164,Other,Adwords,purchase
643807,49213.0,5,2023-08-16 12:32:55+00:00,Florida,32210,Chrome,Adwords,purchase
935673,71448.0,13,2023-11-21 06:26:58+00:00,Florida,32607,Chrome,Email,purchase
1234401,94404.0,5,2022-06-04 01:37:40+00:00,Florida,32773,Chrome,Adwords,purchase
189457,14598.0,10,2022-10-06 12:04:12+00:00,Florida,32808,Chrome,Adwords,purchase
905889,69210.0,7,2022-12-16 00:05:11+00:00,Florida,32819,Firefox,Adwords,purchase
825880,63143.0,5,2022-11-05 13:36:39+00:00,Florida,32907,Firefox,Adwords,purchase
857590,65585.0,7,2023-10-15 14:40:00+00:00,Florida,32962,Chrome,Email,purchase
1271157,97190.0,5,2021-08-18 14:36:30+00:00,Florida,33010,Chrome,Adwords,purchase
985876,75341.0,10,2021-11-02 05:37:33+00:00,Florida,33032,Chrome,Adwords,purchase
808238,61887.0,13,2023-07-21 13:25:46+00:00,Florida,33033,Chrome,Email,purchase
1165673,89205.0,5,2023-05-04 08:37:24+00:00,Florida,33125,Chrome,Adwords,purchase
863691,66052.0,7,2020-07-13 03:37:05+00:00,Florida,33134,Chrome,Email,purchase
345440,26449.0,5,2023-04-14 22:22:57+00:00,Florida,33139,Chrome,YouTube,purchase
229978,17642.0,5,2022-12-03 08:05:07+00:00,Florida,33142,Chrome,Email,purchase
456345,34968.0,5,2022-07-23 14:06:16+00:00,Florida,33147,Firefox,Adwords,purchase
1143369,87502.0,5,2023-02-07 23:53:32+00:00,Florida,33165,Chrome,Adwords,purchase
1006357,76888.0,13,2024-01-13 13:33:19+00:00,Florida,33178,Safari,Adwords,purchase
244489,18745.0,13,2022-05-06 17:10:03+00:00,Florida,33401,Chrome,YouTube,purchase
350482,26837.0,5,2021-03-21 00:26:12+00:00,Florida,33414,Firefox,Email,purchase
433853,33213.0,7,2022-08-26 08:15:29+00:00,Florida,33414,Chrome,Email,purchase
1166466,89260.0,10,2024-01-20 12:00:42.469874+00:00,Florida,33604,Firefox,Email,purchase
850858,65053.0,5,2023-09-07 02:28:41+00:00,Florida,33619,Firefox,Email,purchase
437076,33484.0,7,2021-12-11 09:14:06+00:00,Florida,33713,Firefox,Email,purchase
898926,68707.0,10,2023-04-02 04:10:45+00:00,Florida,33830,Other,Email,purchase
834905,63862.0,13,2021-09-13 02:23:42+00:00,Florida,33844,Safari,Adwords,purchase
969333,74004.0,10,2023-02-08 03:11:50+00:00,Florida,33844,Firefox,Email,purchase
425414,32603.0,10,2023-07-17 05:09:27+00:00,Florida,34684,Chrome,Email,purchase
610081,46637.0,5,2023-07-14 00:49:22+00:00,Florida,34748,IE,Email,purchase
710604,54319.0,5,2022-08-28 08:31:03+00:00,Florida,34759,Safari,Organic,purchase
167039,12901.0,5,2023-09-10 02:19:19+00:00,Florida,34761,Other,YouTube,purchase
1290681,98748.0,5,2023-10-08 21:48:00+00:00,Florida,34952,Chrome,Email,purchase
176434,13596.0,7,2023-04-11 15:57:23+00:00,Florida,34990,Chrome,Email,purchase
1073218,82074.0,13,2022-05-04 05:58:54+00:00,Alabama,35020,Chrome,YouTube,purchase
1050451,80326.0,13,2020-04-04 05:13:58+00:00,Alabama,36109,Chrome,Email,purchase
1274336,97461.0,5,2023-10-21 00:35:17+00:00,Tennessee,37379,Safari,YouTube,purchase
1288571,98577.0,13,2022-01-08 11:01:35+00:00,Tennessee,37620,Chrome,YouTube,purchase
1023417,78193.0,7,2022-03-13 10:49:48+00:00,Tennessee,37803,Chrome,Adwords,purchase
1061949,81166.0,5,2023-12-26 00:42:04+00:00,Tennessee,37919,Chrome,Adwords,purchase
606891,46383.0,7,2024-01-13 10:04:57.406770+00:00,Tennessee,38018,Firefox,Email,purchase
596192,45651.0,5,2023-11-14 01:58:21+00:00,Tennessee,38109,Chrome,Email,purchase
64890,4994.0,5,2023-11-13 20:40:17+00:00,Mississippi,39157,Safari,Email,purchase
849196,64916.0,7,2023-09-10 07:01:41+00:00,Kentucky,40503,IE,Adwords,purchase
512059,39143.0,5,2023-04-09 07:42:37+00:00,Kentucky,40511,Safari,Facebook,purchase
546065,41851.0,5,2023-12-08 13:25:03+00:00,Kentucky,40511,Chrome,Adwords,purchase
203159,15639.0,13,2022-11-27 11:48:51+00:00,Kentucky,41017,Safari,Adwords,purchase
1083526,82866.0,10,2023-04-12 02:42:09+00:00,Kentucky,42104,Chrome,Email,purchase
903832,69079.0,5,2023-10-12 02:20:53+00:00,Ohio,43015,Safari,Adwords,purchase
144419,11233.0,5,2020-07-06 01:34:48+00:00,Ohio,43016,Safari,Email,purchase
1015461,77572.0,5,2022-04-05 07:13:16+00:00,Ohio,43035,Safari,Email,purchase
1081137,82690.0,7,2024-01-09 00:01:12+00:00,Ohio,43110,Chrome,Email,purchase
135442,10530.0,5,2020-10-30 14:56:10+00:00,Ohio,43119,Firefox,Adwords,purchase
767386,58767.0,5,2023-10-04 12:39:09+00:00,Ohio,43123,Chrome,Adwords,purchase
1147081,87807.0,10,2023-07-12 11:24:54+00:00,Maine,4330,Chrome,YouTube,purchase
129115,10021.0,13,2020-03-15 00:51:51+00:00,Maine,4401,Firefox,Facebook,purchase
485273,37107.0,5,2023-02-06 02:44:24+00:00,Ohio,44124,Chrome,Adwords,purchase
542913,41615.0,13,2023-02-28 01:43:22+00:00,Ohio,44221,Safari,Facebook,purchase
770596,59007.0,7,2021-10-16 02:37:15+00:00,Ohio,44883,IE,Adwords,purchase
775737,59401.0,5,2022-06-27 08:54:53+00:00,Ohio,45324,Other,Email,purchase
228782,17560.0,13,2023-12-02 09:50:44+00:00,Ohio,45373,Firefox,Facebook,purchase
770352,58989.0,13,2023-02-16 14:13:07+00:00,Indiana,46220,Firefox,Adwords,purchase
1030905,78767.0,7,2019-06-30 10:38:19+00:00,Indiana,46410,Chrome,Facebook,purchase
279347,21377.0,5,2024-01-16 10:24:23.778268+00:00,Indiana,46750,Chrome,Email,purchase
867279,66294.0,5,2022-09-09 23:16:27+00:00,Indiana,47130,Chrome,Organic,purchase
226562,17395.0,10,2023-02-19 18:00:31+00:00,Indiana,47130,Chrome,Email,purchase
317769,24295.0,7,2023-09-14 16:58:19+00:00,Indiana,47712,Chrome,Email,purchase
313058,23932.0,5,2021-11-04 17:06:25+00:00,Michigan,48067,Other,Email,purchase
1106588,84623.0,7,2021-11-20 08:03:03+00:00,Michigan,48209,Safari,Adwords,purchase
922222,70451.0,5,2023-12-11 01:26:01+00:00,Michigan,48430,Safari,Email,purchase
381248,29137.0,7,2023-12-05 01:49:31+00:00,Michigan,48507,Chrome,Facebook,purchase
787467,60272.0,13,2022-01-01 12:43:42+00:00,Michigan,48706,Chrome,Adwords,purchase
158120,12244.0,5,2023-08-17 09:29:36+00:00,Michigan,48823,Chrome,Adwords,purchase
587665,44989.0,7,2023-11-01 00:34:02+00:00,Michigan,49006,Chrome,Email,purchase
960103,73275.0,10,2024-01-15 15:44:51.940110+00:00,Michigan,49022,Safari,Email,purchase
666120,50913.0,5,2023-11-16 01:52:14+00:00,Michigan,49424,Chrome,Email,purchase
1074828,82183.0,7,2022-09-15 10:27:09+00:00,Michigan,49503,Firefox,Adwords,purchase
983561,75149.0,5,2020-03-16 13:59:52+00:00,Iowa,50158,Safari,Email,purchase
208421,16051.0,13,2020-05-22 06:32:44+00:00,Iowa,50613,Chrome,Email,purchase
613266,46853.0,5,2022-08-22 21:56:24+00:00,Iowa,52001,Chrome,Email,purchase
279028,21353.0,13,2022-04-12 03:02:40+00:00,Iowa,52804,Chrome,Email,purchase
563326,43117.0,5,2024-01-06 09:23:05+00:00,Wisconsin,54302,Chrome,Email,purchase
1005668,76852.0,7,2024-01-15 19:12:18.706982+00:00,Wisconsin,54601,Safari,Email,purchase
716513,54776.0,5,2023-11-13 23:59:08+00:00,Wisconsin,54935,Chrome,Facebook,purchase
863098,66005.0,5,2023-07-10 08:02:25+00:00,Wisconsin,54956,Safari,Email,purchase
848735,64881.0,7,2022-02-13 07:38:30+00:00,Minnesota,55330,Chrome,Adwords,purchase
851656,65120.0,5,2023-07-27 10:42:34+00:00,Minnesota,55406,Chrome,Email,purchase
1036696,79256.0,5,2023-10-08 01:17:49+00:00,Minnesota,55428,Chrome,Adwords,purchase
168062,12984.0,5,2021-08-11 10:07:53+00:00,Minnesota,55901,Chrome,Organic,purchase
867424,66300.0,13,2023-12-13 16:48:29+00:00,Minnesota,56001,Chrome,Email,purchase
1068861,81742.0,5,2023-03-07 10:36:54+00:00,Minnesota,56001,Safari,Adwords,purchase
564964,43264.0,5,2021-02-13 14:40:09+00:00,Minnesota,56301,Chrome,Email,purchase
1044785,79898.0,5,2019-07-03 05:21:35+00:00,South Dakota,57104,Chrome,Adwords,purchase
797116,61010.0,5,2023-07-20 13:45:09+00:00,Montana,59602,Safari,Adwords,purchase
81494,6247.0,5,2023-07-14 03:51:43+00:00,Montana,59718,Firefox,YouTube,purchase
51562,3963.0,5,2024-01-13 02:21:54+00:00,Illinois,60004,Firefox,Adwords,purchase
329651,25217.0,10,2023-11-06 06:09:31+00:00,Illinois,60005,Chrome,Adwords,purchase
348343,26672.0,7,2023-12-18 02:08:56+00:00,Illinois,60060,IE,Adwords,purchase
278921,21343.0,10,2023-09-25 04:36:08+00:00,Illinois,60123,Firefox,YouTube,purchase
198202,15243.0,7,2022-12-05 23:47:07+00:00,Illinois,60137,Chrome,Facebook,purchase
1237835,94663.0,13,2024-01-03 12:22:08+00:00,Illinois,60160,Safari,Email,purchase
1180341,90336.0,13,2023-01-10 15:24:44+00:00,Illinois,60169,Chrome,Organic,purchase
168305,12995.0,5,2022-10-24 14:48:11+00:00,Illinois,60188,Other,Facebook,purchase
663587,50727.0,5,2023-05-15 14:13:41+00:00,Illinois,60440,Safari,YouTube,purchase
1175508,89965.0,5,2022-03-26 23:20:57+00:00,Illinois,60505,Chrome,Email,purchase
1012544,77353.0,10,2020-11-15 22:41:57+00:00,Illinois,60544,Safari,Email,purchase
685875,52372.0,7,2023-07-11 08:31:07+00:00,Illinois,60638,Firefox,Adwords,purchase
335546,25706.0,7,2022-10-25 17:28:00+00:00,Illinois,60647,Chrome,Adwords,purchase
394332,30168.0,5,2023-11-08 23:40:57+00:00,Illinois,60655,Safari,Adwords,purchase
915631,69925.0,5,2023-08-02 09:15:48+00:00,Illinois,61008,Chrome,Adwords,purchase
54288,4193.0,7,2023-04-09 15:48:44+00:00,Illinois,61107,Safari,Email,purchase
1055,70.0,13,2021-12-03 02:03:10+00:00,Illinois,61801,Other,Email,purchase
184289,14198.0,13,2022-08-28 12:01:13+00:00,Illinois,61801,Firefox,Adwords,purchase
1163699,89057.0,5,2024-01-14 10:44:59+00:00,Illinois,61802,Firefox,YouTube,purchase
859061,65701.0,7,2021-11-19 12:36:31+00:00,Missouri,63114,Chrome,Email,purchase
146763,11407.0,10,2020-02-24 14:14:16+00:00,Missouri,63303,Chrome,Adwords,purchase
607442,46420.0,5,2023-07-27 13:29:52+00:00,Missouri,64068,Firefox,Adwords,purchase
269765,20631.0,10,2020-04-18 02:08:24+00:00,Missouri,64801,Safari,Email,purchase
366880,28085.0,7,2020-08-04 02:35:17+00:00,Missouri,64804,Safari,Organic,purchase
701071,53587.0,5,2022-02-24 10:43:35+00:00,Missouri,65616,Firefox,Facebook,purchase
591229,45244.0,7,2020-04-18 11:03:45+00:00,Kansas,66062,Other,Email,purchase
536729,41131.0,5,2022-06-06 02:13:07+00:00,Kansas,66212,Chrome,Email,purchase
839899,64199.0,5,2020-02-08 12:13:04+00:00,Kansas,66216,Chrome,Adwords,purchase
377590,28841.0,7,2023-12-17 15:13:09+00:00,Kansas,66762,Firefox,Email,purchase
71514,5507.0,10,2023-07-11 12:30:03+00:00,Kansas,67846,Safari,Facebook,purchase
815015,62363.0,7,2021-01-22 15:12:21+00:00,Connecticut,6830,Safari,Email,purchase
544645,41733.0,7,2023-09-06 15:00:46+00:00,New Jersey,7002,Chrome,Email,purchase
108362,8376.0,5,2022-08-22 13:21:49+00:00,New Jersey,7016,Firefox,Email,purchase
241639,18513.0,10,2023-03-29 01:46:15+00:00,Louisiana,70461,Chrome,Email,purchase
1169640,89522.0,5,2022-08-26 21:17:17+00:00,New Jersey,7047,Other,Adwords,purchase
353245,27046.0,13,2019-09-21 04:49:47+00:00,New Jersey,7055,Other,Adwords,purchase
1086884,83123.0,7,2022-04-25 08:39:22+00:00,New Jersey,7106,Firefox,YouTube,purchase
195210,15008.0,7,2023-12-07 17:56:51+00:00,Arkansas,72076,IE,Email,purchase
1043927,79822.0,7,2022-10-12 23:12:31+00:00,Arkansas,72401,Chrome,Adwords,purchase
259252,19784.0,13,2021-01-17 17:13:52+00:00,Arkansas,72501,Firefox,Email,purchase
912657,69701.0,7,2023-03-20 11:18:28+00:00,Arkansas,72762,Safari,Email,purchase
1094754,83703.0,5,2023-09-20 23:17:26+00:00,Texas,75007,Firefox,Adwords,purchase
843799,64508.0,5,2022-06-03 01:22:05+00:00,Texas,75071,Chrome,Adwords,purchase
843780,64508.0,5,2022-06-28 00:35:18+00:00,Texas,75071,Chrome,YouTube,purchase
513307,39217.0,7,2020-07-12 00:34:19+00:00,Texas,75074,Chrome,Email,purchase
1023954,78246.0,7,2023-06-30 02:05:56+00:00,Texas,75482,Chrome,YouTube,purchase
222457,17091.0,5,2024-01-06 05:06:27+00:00,Texas,75602,Safari,Email,purchase
332736,25470.0,5,2024-01-16 11:16:38.961129+00:00,Texas,75702,Safari,Adwords,purchase
91950,7135.0,13,2023-10-24 08:45:21+00:00,Texas,76021,Chrome,Facebook,purchase
1055710,80709.0,10,2021-12-03 01:24:47+00:00,Texas,76039,Chrome,Email,purchase
79467,6084.0,7,2023-11-26 09:49:30+00:00,Texas,76039,Firefox,Facebook,purchase
876672,67017.0,13,2023-03-24 10:55:06+00:00,Texas,76053,Chrome,Adwords,purchase
189803,14625.0,5,2023-09-22 13:07:19+00:00,Texas,76092,Firefox,Adwords,purchase
466199,35693.0,13,2021-04-05 14:33:57+00:00,Texas,76109,Chrome,YouTube,purchase
492528,37654.0,7,2023-04-27 03:43:32+00:00,Texas,76244,Chrome,Adwords,purchase
462769,35442.0,5,2020-06-10 04:01:13+00:00,New Jersey,7666,Chrome,Facebook,purchase
86615,6698.0,7,2022-08-17 00:30:28+00:00,Texas,77072,Safari,Email,purchase
1184594,90671.0,13,2021-11-10 08:50:33+00:00,Texas,77072,Firefox,Adwords,purchase
1268779,97012.0,5,2022-04-07 01:52:51+00:00,Texas,77081,Other,Email,purchase
112667,8715.0,7,2023-02-18 22:45:55+00:00,Texas,77083,Chrome,Organic,purchase
644822,49300.0,7,2023-09-05 11:59:44+00:00,Texas,77301,Chrome,Email,purchase
346987,26562.0,5,2023-01-08 03:01:05+00:00,Texas,77339,Chrome,Organic,purchase
1192502,91274.0,7,2021-09-05 04:24:44+00:00,Texas,77388,Safari,Facebook,purchase
993377,75886.0,13,2021-04-29 06:01:16+00:00,Texas,77433,Chrome,Email,purchase
570825,43742.0,7,2021-06-21 03:35:49+00:00,Texas,77450,IE,YouTube,purchase
562618,43062.0,13,2023-09-02 00:01:32+00:00,Texas,77459,Chrome,Adwords,purchase
760560,58225.0,7,2021-06-17 14:23:16+00:00,Texas,77489,Firefox,Adwords,purchase
1129287,86389.0,10,2023-08-25 10:57:51+00:00,Texas,77493,Chrome,Adwords,purchase
872415,66677.0,5,2021-06-26 00:44:36+00:00,Texas,77520,Chrome,Adwords,purchase
475238,36343.0,5,2023-01-22 14:55:30+00:00,Texas,77530,Chrome,Organic,purchase
673114,51407.0,5,2023-01-15 08:24:39+00:00,Texas,77566,Chrome,Email,purchase
788494,60343.0,5,2024-01-01 03:20:43+00:00,Texas,77581,Chrome,Email,purchase
257760,19682.0,5,2023-03-16 12:53:54+00:00,Texas,77904,Firefox,Email,purchase
210270,16185.0,5,2022-04-30 09:10:38+00:00,Texas,78006,Firefox,Adwords,purchase
671673,51333.0,5,2023-12-18 11:15:35+00:00,Texas,78108,Safari,Adwords,purchase
1183329,90564.0,7,2022-08-05 15:08:10+00:00,Texas,78130,Firefox,Adwords,purchase
1053614,80560.0,13,2023-09-06 08:59:42+00:00,Texas,78207,Firefox,Email,purchase
1053627,80560.0,13,2023-09-08 05:48:09+00:00,Texas,78207,Firefox,Facebook,purchase
5853,443.0,7,2022-10-29 06:03:52+00:00,Texas,78211,Firefox,Adwords,purchase
926690,70776.0,5,2023-09-05 10:33:42+00:00,Texas,78218,Firefox,Facebook,purchase
250950,19184.0,7,2023-04-05 06:01:25+00:00,Texas,78413,Chrome,Email,purchase
251184,19213.0,5,2023-05-11 01:18:58+00:00,Texas,78415,Safari,Facebook,purchase
830900,63558.0,10,2022-03-08 07:48:20+00:00,Texas,78520,IE,Adwords,purchase
40483,3128.0,5,2022-06-18 00:32:26+00:00,Texas,78521,Chrome,Email,purchase
873405,66749.0,5,2021-02-18 10:54:22+00:00,Texas,78572,Chrome,YouTube,purchase
863762,66057.0,7,2023-02-06 02:51:14+00:00,New Jersey,7860,Chrome,Facebook,purchase
945852,72222.0,5,2023-09-13 03:05:40+00:00,Texas,78666,Chrome,Email,purchase
95421,7392.0,5,2023-02-03 16:39:37+00:00,Texas,78852,Safari,Email,purchase
385436,29458.0,5,2024-01-16 09:35:02+00:00,Texas,79720,Chrome,YouTube,purchase
