order_id,user_id,status,gender,num_of_item,returned
1358,1084,Cancelled,F,3,0
1369,1097,Cancelled,F,1,0
1374,1101,Cancelled,F,2,0
1379,1104,Cancelled,F,2,0
1385,1110,Cancelled,F,1,0
1392,1114,Cancelled,F,1,0
1421,1139,Cancelled,F,1,0
1450,1160,Cancelled,F,1,0
1456,1164,Cancelled,F,1,0
1461,1167,Cancelled,F,2,0
1477,1176,Cancelled,F,1,0
1478,1176,Cancelled,F,1,0
1482,1180,Cancelled,F,2,0
1484,1182,Cancelled,F,2,0
1485,1183,Cancelled,F,1,0
1517,1210,Cancelled,F,1,0
1518,1211,Cancelled,F,1,0
1524,1215,Cancelled,F,1,0
1545,1235,Cancelled,F,2,0
1555,1243,Cancelled,F,1,0
1556,1244,Cancelled,F,1,0
1597,1278,Cancelled,F,1,0
1605,1284,Cancelled,F,4,0
1626,1306,Cancelled,F,1,0
1632,1309,Cancelled,F,2,0
1635,1312,Cancelled,F,4,0
1643,1320,Cancelled,F,2,0
1663,1336,Cancelled,F,2,0
1708,1375,Cancelled,F,1,0
1710,1376,Cancelled,F,1,0
1714,1379,Cancelled,F,1,0
1770,1433,Cancelled,F,1,0
1788,1447,Cancelled,F,1,0
1796,1452,Cancelled,F,3,0
1815,1468,Cancelled,F,1,0
1823,1473,Cancelled,F,1,0
1830,1477,Cancelled,F,1,0
1853,1506,Cancelled,F,1,0
1869,1518,Cancelled,F,2,0
1892,1543,Cancelled,F,1,0
1893,1543,Cancelled,F,1,0
1914,1558,Cancelled,F,1,0
1930,1572,Cancelled,F,1,0
1944,1583,Cancelled,F,1,0
1947,1588,Cancelled,F,1,0
1962,1601,Cancelled,F,1,0
1963,1601,Cancelled,F,1,0
1970,1605,Cancelled,F,1,0
1972,1606,Cancelled,F,2,0
1979,1612,Cancelled,F,1,0
1990,1622,Cancelled,F,1,0
1991,1623,Cancelled,F,1,0
2132,1739,Cancelled,F,1,0
2150,1752,Cancelled,F,1,0
2188,1774,Cancelled,F,1,0
2195,1777,Cancelled,F,2,0
2212,1791,Cancelled,F,3,0
2253,1827,Cancelled,F,2,0
2272,1842,Cancelled,F,1,0
2274,1844,Cancelled,F,1,0
2277,1847,Cancelled,F,1,0
2281,1848,Cancelled,F,1,0
2287,1851,Cancelled,F,1,0
2289,1851,Cancelled,F,1,0
2316,1874,Cancelled,F,2,0
2324,1878,Cancelled,F,1,0
2355,1904,Cancelled,F,1,0
2362,1913,Cancelled,F,1,0
2376,1921,Cancelled,F,3,0
2386,1931,Cancelled,F,1,0
2412,1952,Cancelled,F,2,0
2430,1961,Cancelled,F,1,0
2447,1969,Cancelled,F,3,0
2448,1970,Cancelled,F,1,0
2451,1974,Cancelled,F,2,0
2454,1976,Cancelled,F,2,0
2457,1977,Cancelled,F,1,0
2477,1997,Cancelled,F,3,0
2489,2005,Cancelled,F,1,0
2500,2013,Cancelled,F,2,0
2501,2013,Cancelled,F,1,0
2506,2016,Cancelled,F,2,0
2552,2044,Cancelled,F,1,0
2556,2048,Cancelled,F,3,0
2560,2054,Cancelled,F,2,0
2566,2058,Cancelled,F,1,0
2567,2059,Cancelled,F,1,0
2584,2071,Cancelled,F,1,0
2602,2083,Cancelled,F,1,0
2603,2083,Cancelled,F,1,0
2607,2086,Cancelled,F,1,0
2655,2130,Cancelled,F,1,0
2686,2153,Cancelled,F,1,0
2722,2180,Cancelled,F,1,0
2735,2187,Cancelled,F,3,0
2743,2193,Cancelled,F,1,0
2762,2218,Cancelled,F,1,0
2794,2247,Cancelled,F,1,0
2831,2280,Cancelled,F,1,0
2834,2283,Cancelled,F,1,0
2839,2288,Cancelled,F,1,0
2852,2299,Cancelled,F,4,0
2862,2306,Cancelled,F,1,0
2864,2308,Cancelled,F,1,0
2883,2321,Cancelled,F,1,0
2902,2338,Cancelled,F,2,0
2907,2341,Cancelled,F,1,0
2969,2388,Cancelled,F,2,0
2994,2407,Cancelled,F,1,0
3000,2411,Cancelled,F,1,0
3010,2419,Cancelled,F,1,0
3015,2424,Cancelled,F,1,0
3020,2428,Cancelled,F,1,0
3052,2454,Cancelled,F,1,0
3066,2464,Cancelled,F,1,0
3081,2477,Cancelled,F,1,0
3088,2482,Cancelled,F,1,0
3095,2486,Cancelled,F,2,0
3137,2517,Cancelled,F,1,0
3141,2521,Cancelled,F,1,0
3169,2539,Cancelled,F,2,0
3174,2543,Cancelled,F,2,0
3180,2546,Cancelled,F,1,0
3192,2555,Cancelled,F,2,0
3205,2568,Cancelled,F,1,0
3237,2593,Cancelled,F,1,0
3240,2594,Cancelled,F,1,0
3241,2594,Cancelled,F,2,0
3251,2600,Cancelled,F,2,0
3255,2605,Cancelled,F,1,0
3284,2626,Cancelled,F,1,0
3290,2631,Cancelled,F,2,0
3294,2634,Cancelled,F,1,0
3320,2657,Cancelled,F,1,0
3321,2657,Cancelled,F,1,0
3329,2664,Cancelled,F,1,0
3379,2698,Cancelled,F,1,0
3414,2721,Cancelled,F,1,0
3443,2745,Cancelled,F,2,0
3507,2796,Cancelled,F,2,0
3547,2827,Cancelled,F,1,0
3554,2831,Cancelled,F,1,0
3583,2852,Cancelled,F,3,0
3598,2867,Cancelled,F,1,0
3599,2867,Cancelled,F,1,0
3626,2886,Cancelled,F,1,0
3632,2891,Cancelled,F,1,0
3656,2911,Cancelled,F,2,0
3682,2928,Cancelled,F,1,0
3683,2928,Cancelled,F,1,0
3689,2936,Cancelled,F,1,0
3690,2936,Cancelled,F,2,0
3695,2942,Cancelled,F,1,0
3696,2942,Cancelled,F,1,0
3700,2945,Cancelled,F,1,0
3719,2958,Cancelled,F,2,0
3722,2961,Cancelled,F,1,0
3758,2985,Cancelled,F,1,0
3819,3041,Cancelled,F,1,0
3826,3046,Cancelled,F,1,0
3827,3047,Cancelled,F,1,0
3840,3055,Cancelled,F,4,0
3887,3084,Cancelled,F,1,0
3894,3087,Cancelled,F,2,0
3902,3094,Cancelled,F,1,0
3906,3096,Cancelled,F,1,0
3934,3122,Cancelled,F,1,0
3937,3123,Cancelled,F,1,0
3949,3131,Cancelled,F,2,0
3951,3132,Cancelled,F,1,0
3955,3134,Cancelled,F,1,0
3958,3139,Cancelled,F,1,0
3975,3155,Cancelled,F,1,0
3983,3163,Cancelled,F,4,0
3986,3167,Cancelled,F,3,0
3990,3170,Cancelled,F,2,0
3999,3177,Cancelled,F,1,0
4005,3181,Cancelled,F,3,0
4022,3192,Cancelled,F,1,0
4050,3216,Cancelled,F,1,0
4057,3220,Cancelled,F,1,0
4065,3225,Cancelled,F,4,0
4068,3228,Cancelled,F,1,0
4074,3234,Cancelled,F,2,0
4075,3234,Cancelled,F,2,0
4084,3243,Cancelled,F,1,0
4132,3281,Cancelled,F,2,0
4138,3286,Cancelled,F,1,0
4140,3286,Cancelled,F,2,0
4141,3286,Cancelled,F,1,0
4145,3288,Cancelled,F,1,0
4150,3290,Cancelled,F,1,0
4151,3290,Cancelled,F,2,0
4164,3304,Cancelled,F,1,0
4171,3311,Cancelled,F,1,0
4172,3311,Cancelled,F,4,0
4176,3313,Cancelled,F,1,0
4192,3322,Cancelled,F,1,0
4199,3328,Cancelled,F,1,0
4205,3331,Cancelled,F,2,0
4214,3336,Cancelled,F,1,0
4235,3353,Cancelled,F,3,0
4259,3372,Cancelled,F,1,0
4278,3391,Cancelled,F,1,0
4295,3399,Cancelled,F,2,0
4304,3404,Cancelled,F,2,0
4313,3406,Cancelled,F,1,0
4318,3411,Cancelled,F,1,0
4320,3413,Cancelled,F,1,0
4334,3421,Cancelled,F,1,0
4343,3429,Cancelled,F,1,0
4345,3432,Cancelled,F,1,0
4347,3432,Cancelled,F,1,0
4353,3437,Cancelled,F,2,0
4407,3481,Cancelled,F,4,0
4436,3501,Cancelled,F,2,0
4473,3524,Cancelled,F,1,0
4477,3528,Cancelled,F,1,0
4478,3529,Cancelled,F,1,0
4490,3539,Cancelled,F,1,0
4499,3546,Cancelled,F,1,0
4503,3549,Cancelled,F,1,0
4507,3553,Cancelled,F,1,0
4511,3559,Cancelled,F,1,0
4516,3563,Cancelled,F,1,0
4524,3570,Cancelled,F,1,0
4525,3571,Cancelled,F,1,0
4527,3573,Cancelled,F,1,0
4531,3574,Cancelled,F,3,0
4566,3606,Cancelled,F,1,0
4589,3626,Cancelled,F,1,0
4601,3634,Cancelled,F,1,0
4614,3644,Cancelled,F,1,0
4618,3647,Cancelled,F,1,0
4632,3656,Cancelled,F,1,0
4633,3657,Cancelled,F,1,0
4639,3661,Cancelled,F,1,0
4644,3665,Cancelled,F,1,0
4658,3680,Cancelled,F,1,0
4662,3683,Cancelled,F,1,0
4700,3716,Cancelled,F,1,0
4702,3719,Cancelled,F,1,0
4711,3726,Cancelled,F,1,0
4715,3729,Cancelled,F,2,0
4736,3740,Cancelled,F,2,0
4738,3741,Cancelled,F,1,0
4779,3784,Cancelled,F,1,0
4818,3811,Cancelled,F,1,0
4827,3821,Cancelled,F,1,0
4828,3821,Cancelled,F,1,0
4829,3822,Cancelled,F,1,0
4830,3822,Cancelled,F,1,0
4831,3823,Cancelled,F,1,0
4864,3852,Cancelled,F,1,0
4888,3874,Cancelled,F,1,0
4897,3885,Cancelled,F,2,0
4907,3896,Cancelled,F,1,0
4910,3898,Cancelled,F,1,0
4914,3900,Cancelled,F,4,0
4916,3902,Cancelled,F,2,0
4921,3907,Cancelled,F,2,0
4929,3912,Cancelled,F,1,0
5008,3965,Cancelled,F,1,0
5009,3965,Cancelled,F,1,0
5024,3975,Cancelled,F,1,0
5046,3997,Cancelled,F,1,0
5078,4026,Cancelled,F,1,0
5079,4027,Cancelled,F,1,0
5098,4040,Cancelled,F,1,0
5117,4055,Cancelled,F,1,0
5126,4066,Cancelled,F,1,0
5130,4074,Cancelled,F,1,0
5170,4099,Cancelled,F,1,0
5175,4101,Cancelled,F,1,0
5188,4109,Cancelled,F,1,0
5216,4130,Cancelled,F,1,0
5229,4141,Cancelled,F,1,0
5234,4143,Cancelled,F,1,0
5235,4143,Cancelled,F,2,0
5242,4148,Cancelled,F,1,0
5254,4158,Cancelled,F,1,0
5268,4166,Cancelled,F,1,0
5282,4179,Cancelled,F,1,0
5289,4186,Cancelled,F,1,0
5298,4193,Cancelled,F,1,0
5308,4198,Cancelled,F,4,0
5339,4228,Cancelled,F,1,0
5378,4255,Cancelled,F,1,0
5381,4256,Cancelled,F,2,0
5399,4274,Cancelled,F,1,0
5404,4277,Cancelled,F,4,0
5405,4278,Cancelled,F,1,0
5411,4281,Cancelled,F,4,0
5443,4303,Cancelled,F,1,0
5445,4305,Cancelled,F,1,0
5469,4320,Cancelled,F,1,0
5481,4332,Cancelled,F,1,0
5487,4335,Cancelled,F,1,0
5497,4346,Cancelled,F,4,0
5504,4349,Cancelled,F,1,0
5507,4352,Cancelled,F,1,0
5517,4358,Cancelled,F,1,0
5525,4366,Cancelled,F,3,0
5531,4370,Cancelled,F,1,0
5545,4381,Cancelled,F,2,0
5578,4408,Cancelled,F,2,0
5614,4437,Cancelled,F,3,0
5643,4458,Cancelled,F,1,0
5645,4458,Cancelled,F,1,0
5662,4476,Cancelled,F,1,0
5678,4485,Cancelled,F,1,0
5698,4497,Cancelled,F,1,0
5718,4514,Cancelled,F,1,0
5731,4524,Cancelled,F,4,0
5733,4525,Cancelled,F,2,0
5742,4530,Cancelled,F,2,0
5743,4530,Cancelled,F,1,0
5748,4532,Cancelled,F,4,0
5753,4537,Cancelled,F,1,0
5763,4546,Cancelled,F,1,0
5769,4549,Cancelled,F,3,0
5774,4555,Cancelled,F,1,0
5776,4556,Cancelled,F,1,0
5784,4564,Cancelled,F,1,0
5785,4564,Cancelled,F,1,0
5786,4565,Cancelled,F,1,0
5792,4570,Cancelled,F,1,0
5796,4575,Cancelled,F,1,0
5858,4624,Cancelled,F,1,0
5867,4632,Cancelled,F,1,0
5884,4653,Cancelled,F,2,0
5886,4655,Cancelled,F,1,0
5896,4662,Cancelled,F,1,0
5898,4663,Cancelled,F,1,0
5924,4683,Cancelled,F,1,0
5951,4707,Cancelled,F,2,0
5955,4709,Cancelled,F,2,0
5989,4742,Cancelled,F,1,0
5990,4742,Cancelled,F,1,0
6007,4754,Cancelled,F,1,0
6008,4754,Cancelled,F,1,0
6017,4760,Cancelled,F,3,0
6024,4768,Cancelled,F,1,0
6048,4790,Cancelled,F,2,0
6058,4796,Cancelled,F,1,0
6064,4800,Cancelled,F,1,0
6071,4807,Cancelled,F,2,0
6094,4823,Cancelled,F,1,0
6099,4826,Cancelled,F,2,0
6101,4826,Cancelled,F,1,0
6162,4878,Cancelled,F,3,0
6179,4899,Cancelled,F,1,0
6193,4914,Cancelled,F,2,0
6211,4934,Cancelled,F,4,0
6219,4942,Cancelled,F,1,0
6223,4945,Cancelled,F,1,0
6236,4955,Cancelled,F,1,0
6255,4976,Cancelled,F,1,0
6274,4993,Cancelled,F,1,0
6293,5006,Cancelled,F,1,0
6302,5012,Cancelled,F,1,0
6319,5021,Cancelled,F,1,0
6327,5029,Cancelled,F,2,0
6337,5040,Cancelled,F,1,0
6340,5043,Cancelled,F,2,0
6345,5045,Cancelled,F,1,0
6413,5106,Cancelled,F,4,0
6455,5143,Cancelled,F,1,0
6484,5161,Cancelled,F,1,0
6487,5162,Cancelled,F,1,0
6494,5166,Cancelled,F,1,0
6520,5184,Cancelled,F,1,0
6545,5206,Cancelled,F,1,0
6555,5216,Cancelled,F,2,0
6571,5231,Cancelled,F,2,0
6572,5231,Cancelled,F,2,0
6638,5290,Cancelled,F,1,0
6685,5329,Cancelled,F,1,0
6689,5333,Cancelled,F,1,0
6697,5344,Cancelled,F,1,0
6699,5345,Cancelled,F,1,0
6704,5350,Cancelled,F,1,0
6709,5355,Cancelled,F,2,0
6712,5356,Cancelled,F,1,0
6716,5361,Cancelled,F,1,0
6747,5384,Cancelled,F,1,0
6751,5387,Cancelled,F,1,0
6766,5394,Cancelled,F,2,0
6777,5403,Cancelled,F,1,0
6778,5403,Cancelled,F,1,0
6784,5407,Cancelled,F,1,0
6792,5414,Cancelled,F,1,0
6847,5464,Cancelled,F,4,0
6866,5483,Cancelled,F,2,0
6884,5494,Cancelled,F,1,0
6930,5530,Cancelled,F,1,0
6940,5534,Cancelled,F,2,0
6945,5538,Cancelled,F,1,0
6949,5546,Cancelled,F,1,0
6960,5557,Cancelled,F,1,0
6964,5563,Cancelled,F,1,0
6966,5565,Cancelled,F,1,0
6969,5567,Cancelled,F,4,0
6977,5573,Cancelled,F,1,0
6982,5577,Cancelled,F,2,0
6986,5580,Cancelled,F,2,0
7012,5598,Cancelled,F,1,0
7033,5615,Cancelled,F,2,0
7082,5650,Cancelled,F,2,0
7085,5651,Cancelled,F,1,0
7116,5678,Cancelled,F,1,0
7120,5680,Cancelled,F,1,0
7130,5686,Cancelled,F,1,0
7145,5698,Cancelled,F,1,0
7181,5723,Cancelled,F,1,0
7185,5728,Cancelled,F,1,0
7187,5731,Cancelled,F,1,0
7188,5731,Cancelled,F,1,0
7227,5757,Cancelled,F,1,0
7228,5759,Cancelled,F,1,0
7257,5778,Cancelled,F,2,0
7261,5781,Cancelled,F,2,0
7286,5802,Cancelled,F,3,0
7332,5842,Cancelled,F,2,0
7345,5854,Cancelled,F,1,0
7359,5867,Cancelled,F,1,0
7362,5870,Cancelled,F,2,0
7371,5878,Cancelled,F,2,0
7372,5878,Cancelled,F,1,0
7374,5880,Cancelled,F,2,0
7384,5888,Cancelled,F,3,0
7388,5892,Cancelled,F,1,0
7393,5897,Cancelled,F,1,0
7435,5932,Cancelled,F,1,0
7445,5939,Cancelled,F,1,0
7466,5951,Cancelled,F,4,0
7477,5958,Cancelled,F,2,0
7491,5967,Cancelled,F,1,0
7516,5985,Cancelled,F,1,0
7533,5998,Cancelled,F,1,0
7534,5998,Cancelled,F,2,0
7562,6021,Cancelled,F,1,0
7579,6028,Cancelled,F,1,0
7580,6028,Cancelled,F,1,0
7581,6028,Cancelled,F,2,0
7595,6043,Cancelled,F,1,0
7615,6058,Cancelled,F,1,0
7623,6064,Cancelled,F,1,0
7628,6069,Cancelled,F,1,0
7630,6073,Cancelled,F,1,0
7632,6075,Cancelled,F,1,0
7635,6076,Cancelled,F,1,0
7651,6087,Cancelled,F,1,0
7665,6098,Cancelled,F,1,0
7669,6101,Cancelled,F,1,0
7676,6108,Cancelled,F,1,0
7687,6116,Cancelled,F,1,0
7706,6127,Cancelled,F,2,0
7714,6133,Cancelled,F,1,0
7725,6141,Cancelled,F,1,0
7734,6146,Cancelled,F,1,0
7736,6148,Cancelled,F,1,0
7741,6153,Cancelled,F,1,0
7749,6157,Cancelled,F,2,0
7762,6168,Cancelled,F,1,0
7766,6172,Cancelled,F,1,0
7773,6180,Cancelled,F,1,0
7784,6191,Cancelled,F,2,0
7790,6197,Cancelled,F,3,0
7820,6220,Cancelled,F,2,0
7844,6242,Cancelled,F,1,0
7858,6257,Cancelled,F,1,0
7872,6265,Cancelled,F,3,0
7921,6305,Cancelled,F,1,0
7938,6315,Cancelled,F,2,0
7948,6325,Cancelled,F,1,0
7962,6342,Cancelled,F,1,0
7964,6343,Cancelled,F,2,0
7965,6344,Cancelled,F,1,0
8022,6394,Cancelled,F,1,0
8025,6396,Cancelled,F,1,0
8037,6403,Cancelled,F,2,0
8060,6421,Cancelled,F,1,0
8075,6433,Cancelled,F,1,0
8101,6453,Cancelled,F,2,0
8102,6453,Cancelled,F,1,0
8115,6464,Cancelled,F,2,0
8121,6467,Cancelled,F,1,0
8122,6467,Cancelled,F,2,0
8161,6500,Cancelled,F,1,0
8162,6501,Cancelled,F,1,0
8167,6504,Cancelled,F,1,0
8192,6525,Cancelled,F,1,0
8250,6579,Cancelled,F,1,0
8253,6583,Cancelled,F,1,0
8261,6591,Cancelled,F,1,0
8267,6598,Cancelled,F,1,0
8274,6604,Cancelled,F,1,0
8283,6610,Cancelled,F,1,0
8300,6625,Cancelled,F,1,0
8325,6648,Cancelled,F,1,0
8333,6653,Cancelled,F,1,0
8335,6654,Cancelled,F,4,0
8364,6676,Cancelled,F,1,0
8378,6687,Cancelled,F,1,0
8392,6698,Cancelled,F,2,0
8400,6703,Cancelled,F,3,0
8402,6704,Cancelled,F,1,0
8431,6726,Cancelled,F,1,0
8448,6737,Cancelled,F,2,0
8486,6776,Cancelled,F,1,0
8490,6779,Cancelled,F,1,0
8499,6783,Cancelled,F,1,0
8522,6804,Cancelled,F,1,0
8524,6807,Cancelled,F,1,0
8525,6809,Cancelled,F,1,0
8562,6844,Cancelled,F,1,0
8574,6854,Cancelled,F,2,0
8579,6858,Cancelled,F,2,0
8581,6858,Cancelled,F,1,0
8598,6871,Cancelled,F,1,0
8600,6873,Cancelled,F,1,0
8617,6887,Cancelled,F,1,0
8619,6889,Cancelled,F,1,0
8626,6894,Cancelled,F,1,0
8646,6907,Cancelled,F,1,0
8653,6912,Cancelled,F,2,0
8657,6915,Cancelled,F,1,0
8713,6952,Cancelled,F,1,0
8734,6970,Cancelled,F,1,0
8735,6971,Cancelled,F,1,0
8744,6975,Cancelled,F,1,0
8745,6975,Cancelled,F,1,0
8762,6993,Cancelled,F,1,0
8789,7022,Cancelled,F,1,0
8790,7023,Cancelled,F,1,0
8804,7036,Cancelled,F,1,0
8818,7044,Cancelled,F,1,0
8829,7053,Cancelled,F,2,0
8839,7060,Cancelled,F,4,0
8843,7065,Cancelled,F,1,0
8854,7075,Cancelled,F,3,0
8864,7084,Cancelled,F,1,0
8866,7087,Cancelled,F,2,0
8900,7113,Cancelled,F,1,0
8920,7127,Cancelled,F,2,0
8945,7150,Cancelled,F,1,0
8965,7166,Cancelled,F,2,0
8966,7166,Cancelled,F,1,0
8973,7171,Cancelled,F,4,0
8985,7177,Cancelled,F,2,0
8997,7184,Cancelled,F,1,0
8998,7184,Cancelled,F,4,0
9009,7194,Cancelled,F,2,0
9027,7208,Cancelled,F,1,0
9053,7232,Cancelled,F,2,0
9064,7237,Cancelled,F,1,0
9094,7253,Cancelled,F,1,0
9095,7254,Cancelled,F,4,0
9100,7258,Cancelled,F,1,0
9112,7263,Cancelled,F,1,0
9123,7271,Cancelled,F,1,0
9135,7281,Cancelled,F,1,0
9148,7294,Cancelled,F,1,0
9151,7298,Cancelled,F,1,0
9169,7316,Cancelled,F,2,0
9170,7319,Cancelled,F,2,0
9177,7325,Cancelled,F,1,0
9199,7344,Cancelled,F,1,0
9202,7347,Cancelled,F,1,0
9220,7363,Cancelled,F,1,0
9263,7398,Cancelled,F,1,0
9292,7421,Cancelled,F,2,0
9295,7424,Cancelled,F,2,0
9319,7437,Cancelled,F,3,0
9323,7442,Cancelled,F,1,0
9329,7447,Cancelled,F,1,0
9333,7452,Cancelled,F,1,0
9393,7510,Cancelled,F,1,0
9398,7513,Cancelled,F,1,0
9425,7529,Cancelled,F,1,0
9449,7549,Cancelled,F,1,0
9476,7566,Cancelled,F,1,0
9491,7575,Cancelled,F,2,0
9497,7581,Cancelled,F,1,0
9507,7585,Cancelled,F,2,0
9510,7587,Cancelled,F,1,0
9532,7604,Cancelled,F,2,0
9540,7611,Cancelled,F,1,0
9541,7612,Cancelled,F,2,0
9544,7613,Cancelled,F,1,0
9549,7614,Cancelled,F,3,0
9550,7614,Cancelled,F,4,0
9566,7623,Cancelled,F,1,0
9568,7626,Cancelled,F,1,0
9569,7627,Cancelled,F,1,0
9573,7632,Cancelled,F,1,0
9587,7645,Cancelled,F,2,0
9595,7647,Cancelled,F,1,0
9631,7680,Cancelled,F,2,0
9643,7685,Cancelled,F,2,0
9653,7690,Cancelled,F,2,0
9655,7690,Cancelled,F,1,0
9697,7717,Cancelled,F,1,0
9702,7721,Cancelled,F,1,0
9730,7741,Cancelled,F,3,0
9757,7761,Cancelled,F,2,0
9765,7764,Cancelled,F,1,0
9784,7784,Cancelled,F,1,0
9794,7791,Cancelled,F,1,0
9803,7797,Cancelled,F,1,0
9811,7805,Cancelled,F,1,0
9821,7813,Cancelled,F,1,0
9834,7825,Cancelled,F,1,0
9882,7865,Cancelled,F,1,0
9883,7866,Cancelled,F,1,0
9905,7879,Cancelled,F,1,0
9911,7884,Cancelled,F,1,0
9978,7930,Cancelled,F,1,0
9981,7933,Cancelled,F,2,0
9982,7934,Cancelled,F,4,0
9990,7946,Cancelled,F,1,0
9997,7952,Cancelled,F,2,0
10004,7960,Cancelled,F,1,0
10006,7962,Cancelled,F,1,0
10045,7987,Cancelled,F,4,0
10055,7995,Cancelled,F,1,0
10062,8006,Cancelled,F,1,0
10076,8014,Cancelled,F,2,0
10078,8018,Cancelled,F,1,0
10086,8022,Cancelled,F,1,0
10092,8024,Cancelled,F,1,0
10095,8028,Cancelled,F,1,0
10103,8033,Cancelled,F,2,0
10117,8044,Cancelled,F,2,0
10143,8069,Cancelled,F,1,0
10152,8075,Cancelled,F,2,0
10162,8085,Cancelled,F,2,0
10167,8089,Cancelled,F,1,0
10169,8089,Cancelled,F,4,0
10184,8105,Cancelled,F,1,0
10216,8133,Cancelled,F,2,0
10219,8135,Cancelled,F,1,0
10244,8154,Cancelled,F,2,0
10260,8166,Cancelled,F,1,0
10266,8172,Cancelled,F,1,0
10276,8179,Cancelled,F,2,0
10290,8195,Cancelled,F,2,0
10291,8197,Cancelled,F,1,0
10353,8253,Cancelled,F,2,0
10358,8255,Cancelled,F,1,0
10383,8272,Cancelled,F,1,0
10393,8287,Cancelled,F,1,0
10398,8291,Cancelled,F,4,0
10401,8293,Cancelled,F,2,0
10402,8293,Cancelled,F,2,0
10416,8303,Cancelled,F,1,0
10418,8304,Cancelled,F,1,0
10420,8306,Cancelled,F,1,0
10426,8312,Cancelled,F,1,0
10457,8348,Cancelled,F,2,0
10476,8368,Cancelled,F,3,0
10499,8391,Cancelled,F,2,0
10543,8425,Cancelled,F,2,0
10555,8437,Cancelled,F,1,0
10558,8437,Cancelled,F,1,0
10592,8467,Cancelled,F,1,0
10600,8472,Cancelled,F,1,0
10605,8476,Cancelled,F,2,0
10637,8502,Cancelled,F,1,0
10640,8508,Cancelled,F,2,0
10645,8512,Cancelled,F,3,0
10681,8542,Cancelled,F,1,0
10689,8549,Cancelled,F,1,0
10694,8553,Cancelled,F,1,0
10695,8554,Cancelled,F,1,0
10753,8602,Cancelled,F,1,0
10782,8631,Cancelled,F,1,0
10785,8634,Cancelled,F,3,0
10798,8643,Cancelled,F,1,0
10832,8666,Cancelled,F,1,0
